symbol	base_addr	region_addr	votes	total_sites
D_80114943	80114943	80115BFB	1	1
D_80114944	80114944	80115BFC	1	1
D_80114945	80114945	80115BFD	1	1
D_80114946	80114946	80115BFE	6	6
D_80114964	80114964	80115C1C	4	4
D_8011496C	8011496C	80115C24	2	2
D_80114974	80114974	80115C2C	1	1
D_80114984	80114984	80115C3C	3	3
D_80114998	80114998	80115C50	1	1
D_80114A44	80114A44	80115CFC	2	2
D_80114AE4	80114AE4	80115D9C	1	1
D_80114AE8	80114AE8	80115DA0	1	1
D_80114AF0	80114AF0	80115DA8	4	4
D_80114D6C	80114D6C	80116024	1	1
D_80116470	80116470	80117728	4	4
D_80116474	80116474	8011772C	1	1
D_80116478	80116478	80117730	3	3
D_8011647C	8011647C	80117734	2	2
D_80116480	80116480	80117738	5	5
D_80116488	80116488	80117740	2	2
D_80116490	80116490	80117748	1	1
D_80116494	80116494	8011774C	1	1
D_80116498	80116498	80117750	1	1
D_8011649C	8011649C	80117754	1	1
D_801164B0	801164B0	80117768	1	1
D_801164C0	801164C0	80117778	1	1
D_801164C8	801164C8	80117780	3	3
D_801164CC	801164CC	80117784	9	9
D_801164D0	801164D0	80117788	3	3
D_801164D4	801164D4	8011778C	1	1
D_801164D8	801164D8	80117790	6	6
D_801164DC	801164DC	80117794	2	2
D_801164E8	801164E8	801177A0	6	6
D_801164F0	801164F0	801177A8	1	1
D_801164F4	801164F4	801177AC	1	1
D_801164F8	801164F8	801177B0	2	2
D_801164FC	801164FC	801177B4	5	5
D_80116500	80116500	801177B8	1	1
D_8011650C	8011650C	801177C4	6	6
D_80116F80	80116F80	80118238	2	2
D_80116F84	80116F84	8011823C	1	1
D_80117034	80117034	801182EC	2	2
D_80117044	80117044	801182FC	6	6
D_80117048	80117048	80118300	5	5
D_80117B94	80117B94	80118E4C	1	1
D_80117B98	80117B98	80118E50	5	5
D_8011DFF4	8011DFF4	8011F2AC	1	1
D_8011E010	8011E010	8011F2C8	1	1
D_8011E02C	8011E02C	8011F2E4	1	1
D_8011E0B4	8011E0B4	8011F36C	3	3
D_8011E0C8	8011E0C8	8011F380	5	5
D_8011E0CC	8011E0CC	8011F384	4	4
D_8011E0D4	8011E0D4	8011F38C	9	9
D_8011E15C	8011E15C	8011F44C	1	1
D_8011E160	8011E160	8011F450	1	1
D_8011E164	8011E164	8011F454	2	2
D_8011E804	8011E804	8011FAF4	2	2
D_8011EC5C	8011EC5C	8011FF4C	1	1
D_8011F43C	8011F43C	8012072C	1	1
D_8011F4B4	8011F4B4	801207A4	1	1
D_8011FE50	8011FE50	80121140	2	2
D_8011FE58	8011FE58	80121148	2	2
D_8011FE60	8011FE60	80121150	2	2
D_8011FE70	8011FE70	80121160	3	3
D_8011FE78	8011FE78	80121168	3	3
D_8011FE80	8011FE80	80121170	3	3
D_8011FE88	8011FE88	80121178	3	3
D_8011FE90	8011FE90	80121180	3	3
D_8011FE98	8011FE98	80121188	3	3
D_8011FEA0	8011FEA0	80121190	3	3
D_8011FEF0	8011FEF0	801211E0	1	1
D_8011FEF8	8011FEF8	801211E8	1	1
D_8011FF00	8011FF00	801211F0	1	1
D_8011FF08	8011FF08	801211F8	1	1
D_8011FF10	8011FF10	80121200	1	1
D_8011FF20	8011FF20	80121210	1	1
D_8011FF28	8011FF28	80121218	1	1
D_8011FF30	8011FF30	80121220	1	1
D_8011FF38	8011FF38	80121228	1	1
D_8011FF40	8011FF40	80121230	1	1
D_8011FF50	8011FF50	80121240	1	1
D_8011FF58	8011FF58	80121248	1	1
D_8011FF60	8011FF60	80121250	1	1
D_80120664	80120664	80121954	1	1
D_801209BC	801209BC	80121CAC	1	1
D_80120A34	80120A34	80121D24	1	1
D_80120D00	80120D00	80121FF0	1	1
D_80120DAC	80120DAC	8012209C	1	1
D_80120FD4	80120FD4	801222C4	2	2
D_80120FDC	80120FDC	801222CC	1	1
D_80123294	80123294	80124584	2	2
D_8012329C	8012329C	8012458C	2	2
D_801232A4	801232A4	80124594	1	1
D_801232D8	801232D8	801245C8	2	2
D_80123334	80123334	80124624	2	2
D_80123368	80123368	80124658	1	1
D_80123390	80123390	80124680	1	1
D_80123410	80123410	80124700	2	2
D_80123412	80123412	80124702	3	3
D_801234B4	801234B4	801247A4	1	1
D_801234B8	801234B8	801247A8	3	3
D_801234BC	801234BC	801247AC	1	1
D_801234E4	801234E4	801247D4	1	1
D_801234E8	801234E8	801247D8	1	1
D_8012356C	8012356C	8012485C	1	1
D_80123654	80123654	80124944	1	1
D_80123694	80123694	80124984	16	16
D_8012369E	8012369E	8012498E	9	9
D_8012369F	8012369F	8012498F	1	1
D_801236A0	801236A0	80124990	14	14
D_801236A2	801236A2	80124992	14	14
D_801236A4	801236A4	80124994	1	1
D_801236A8	801236A8	80124998	1	1
D_80123708	80123708	801249F8	1	1
D_80123710	80123710	80124A00	1	1
D_8012371C	8012371C	80124A0C	1	1
D_80123728	80123728	80124A18	1	1
D_8012373C	8012373C	80124A2C	1	1
D_80123748	80123748	80124A38	1	1
D_8012375C	8012375C	80124A4C	1	1
D_80123770	80123770	80124A60	1	1
D_80123772	80123772	80124A62	1	1
D_80123798	80123798	80124A88	3	3
D_801237A0	801237A0	80124A90	14	14
D_801237A4	801237A4	80124A94	31	31
D_801237A8	801237A8	80124A98	4	4
D_801237AC	801237AC	80124A9C	3	3
D_801237B0	801237B0	80124AA0	16	16
D_801237B4	801237B4	80124AA4	1	1
D_801237B8	801237B8	80124AA8	1	1
D_801237BC	801237BC	80124AAC	4	4
D_801237C0	801237C0	80124AB0	4	4
D_801237CC	801237CC	80124ABC	3	3
D_801237D0	801237D0	80124AC0	2	2
D_801237D4	801237D4	80124AC4	4	4
D_801237D8	801237D8	80124AC8	3	3
D_801237DC	801237DC	80124ACC	3	3
D_80123810	80123810	80124B04	1	1
D_80134838	80134838	80135B2C	2	2
D_8013485C	8013485C	80135B50	1	1
D_801349E8	801349E8	80135CDC	2	2
D_80134A68	80134A68	80124ADC	2	2
D_80134A6C	80134A6C	80135D5C	2	2
D_80134A88	80134A88	80135D78	3	3
D_80134A8C	80134A8C	80135D7C	2	2
D_80134A94	80134A94	80135D84	3	3
D_80134AF8	80134AF8	80135DE8	4	4
D_80134AFA	80134AFA	80135DEA	2	2
D_80134AFC	80134AFC	80135DEC	1	1
D_80134B28	80134B28	80135E18	1	1
D_80134B34	80134B34	80135E24	1	1
D_80135B80	80135B80	80136E70	7	7
D_80135B84	80135B84	80136E74	8	8
D_80135B88	80135B88	80136E78	9	9
D_80135B8C	80135B8C	80136E7C	4	4
D_80135B90	80135B90	80136E80	3	3
D_80135C28	80135C28	80136F18	4	4
D_80135C34	80135C34	80136F24	2	2
D_80135C58	80135C58	80136F48	1	1
D_80135E7C	80135E7C	8013716C	1	1
D_80135FD8	80135FD8	801372C8	1	1
D_80135FDC	80135FDC	801372CC	1	1
D_801369E8	801369E8	80137CD8	2	2
D_801369EC	801369EC	80137CDC	2	2
D_80136A10	80136A10	80137D00	2	2
D_80136A18	80136A18	80137D08	3	3
D_80136A98	80136A98	80137D88	3	3
D_80136AA0	80136AA0	80137D90	2	2
D_80136AA4	80136AA4	80137D94	2	2
D_80136AA8	80136AA8	80137D98	4	4
D_80136AAC	80136AAC	80137D9C	4	4
D_80136AB0	80136AB0	80137DA0	1	1
D_80136AB4	80136AB4	80137DA4	3	3
D_80136AB8	80136AB8	80137DA8	1	1
D_80136AC8	80136AC8	80137DB8	1	1
D_80136AF8	80136AF8	80137DE8	1	1
D_80136B7C	80136B7C	80137E6C	1	1
D_80136C08	80136C08	80137EF8	1	1
D_80136C0C	80136C0C	80137EFC	1	1
D_80136C10	80136C10	80137F00	3	3
D_80136C14	80136C14	80137F04	1	1
D_80136C18	80136C18	80137F08	1	1
D_80136C1C	80136C1C	80137F0C	7	7
D_80136C38	80136C38	80137F28	1	1
D_80136C3C	80136C3C	80137F2C	7	7
D_80136C40	80136C40	80137F30	2	2
D_80136C48	80136C48	80137F38	1	1
D_80136C54	80136C54	80137F44	1	1
D_80136C68	80136C68	80137F58	3	3
D_80136C6C	80136C6C	80137F5C	2	2
D_80136CB8	80136CB8	80137FA8	3	3
D_80136CBC	80136CBC	80137FAC	3	3
D_80136CC0	80136CC0	80137FB0	1	1
D_80136CC4	80136CC4	80137FB4	1	1
D_80136CD8	80136CD8	80137FC8	1	1
D_80136DEC	80136DEC	801380DC	4	4
D_801371CC	801371CC	801384BC	5	5
D_8013745F	8013745F	8013874F	1	1
D_80137CD8	80137CD8	80138FC8	9	9
D_80137CDC	80137CDC	80138FCC	23	23
D_80137CE0	80137CE0	80138FD0	1	1
D_80137CF0	80137CF0	80138FE0	3	3
D_80137D14	80137D14	80139004	1	1
D_8013BD20	8013BD20	8013D010	5	5
D_8013BD24	8013BD24	8013D014	2	2
D_8013BD44	8013BD44	8013D034	1	1
D_8013BD50	8013BD50	8013D040	1	1
D_8013C08C	8013C08C	8013D37C	2	2
D_8013C18C	8013C18C	8013D47C	1	1
D_8013C1F0	8013C1F0	8013D4E0	1	1
D_8013C20C	8013C20C	8013D4FC	21	21
D_8013C210	8013C210	8013D500	2	2
D_8013C214	8013C214	8013D504	5	5
D_8013C218	8013C218	8013D508	12	12
D_8013C21C	8013C21C	8013D50C	5	5
D_8013C220	8013C220	8013D510	2	2
D_8013C224	8013C224	8013D514	8	8
D_8013C225	8013C225	8013D515	1	1
D_8013C228	8013C228	8013D518	1	1
D_8013C240	8013C240	8013D530	2	2
D_8013C244	8013C244	8013D534	2	2
D_8013C248	8013C248	8013D538	2	2
D_8013C24C	8013C24C	8013D53C	2	2
D_8013C250	8013C250	8013D540	5	5
D_8013C290	8013C290	8013D580	9	9
D_8013C298	8013C298	8013D588	2	2
D_8013C29C	8013C29C	8013D58C	1	1
D_8013C2AC	8013C2AC	8013D59C	1	1
D_8013C2B0	8013C2B0	8013D5A0	1	1
D_8013C2B4	8013C2B4	8013D5A4	1	1
D_8013C2B8	8013C2B8	8013D5A8	2	2
D_8013C2E0	8013C2E0	8013D5D0	6	6
D_8013C308	8013C308	8013D5F8	2	2
D_8013C310	8013C310	8013D600	3	3
D_8013C338	8013C338	8013D628	1	1
D_8013C564	8013C564	8013D854	3	3
D_8013C588	8013C588	8013D878	1	1
D_8013C590	8013C590	8013D880	1	1
D_8013C5B0	8013C5B0	8013D8A0	5	5
D_8013C5B4	8013C5B4	8013D8A4	4	4
D_8013C5D0	8013C5D0	8013D8C0	1	1
D_8013C5D8	8013C5D8	8013D8C8	1	1
D_8013C5E0	8013C5E0	8013D8D0	1	1
D_8013C5FC	8013C5FC	8013D8EC	1	1
D_8013C604	8013C604	8013D8F4	1	1
D_8013C684	8013C684	8013D978	1	1
D_8013C6A0	8013C6A0	8013D994	1	1
D_8013C6AC	8013C6AC	8013D9A0	2	2
D_8013C724	8013C724	8013DA18	1	1
D_8013C72C	8013C72C	8013DA20	1	1
D_8013C73C	8013C73C	8013DA30	1	1
D_8013C744	8013C744	8013DA38	1	1
D_8013C74C	8013C74C	8013DA40	1	1
D_8013C75C	8013C75C	8013DA50	2	2
D_8013C760	8013C760	8013DA54	2	2
D_8013C764	8013C764	8013DA58	1	1
D_8013C7E0	8013C7E0	8013DAD4	1	1
D_8013C7EC	8013C7EC	8013DAE0	1	1
D_8013C820	8013C820	8013DB14	4	4
D_8013C8CC	8013C8CC	8013DBC0	2	2
D_8013C94C	8013C94C	8013DC40	2	2
D_8013C95C	8013C95C	8013DC50	1	1
D_8013C964	8013C964	8013DC58	1	1
D_8013C96C	8013C96C	8013DC60	1	1
D_8013C974	8013C974	8013DC68	1	1
D_8013C97C	8013C97C	8013DC70	1	1
D_8013C984	8013C984	8013DC78	1	1
D_8013C98C	8013C98C	8013DC80	1	1
D_8013C994	8013C994	8013DC88	1	1
D_8013C99C	8013C99C	8013DC90	1	1
D_8013C9A4	8013C9A4	8013DC98	1	1
D_8013C9AC	8013C9AC	8013DCA0	1	1
D_8013C9B4	8013C9B4	8013DCA8	1	1
D_8013C9BC	8013C9BC	8013DCB0	1	1
D_8013C9C4	8013C9C4	8013DCB8	1	1
D_8013C9CC	8013C9CC	8013DCC0	1	1
D_8013C9D4	8013C9D4	8013DCC8	1	1
D_8013C9DC	8013C9DC	8013DCD0	1	1
D_8013C9E4	8013C9E4	8013DCD8	1	1
D_8013C9EC	8013C9EC	8013DCE0	1	1
D_8013C9F4	8013C9F4	8013DCE8	1	1
D_8013C9FC	8013C9FC	8013DCF0	1	1
D_8013CA04	8013CA04	8013DCF8	1	1
D_8013CA0C	8013CA0C	8013DD00	1	1
D_8013CA14	8013CA14	8013DD08	1	1
D_8013CA1C	8013CA1C	8013DD10	1	1
D_8013CA24	8013CA24	8013DD18	1	1
D_8013CA2C	8013CA2C	8013DD20	1	1
D_8013CA34	8013CA34	8013DD28	1	1
D_8013CA3C	8013CA3C	8013DD30	1	1
D_8013CA44	8013CA44	8013DD38	1	1
D_8013CA4C	8013CA4C	8013DD40	1	1
D_8013CA54	8013CA54	8013DD48	1	1
D_8013CA5C	8013CA5C	8013DD50	1	1
D_8013CA64	8013CA64	8013DD58	1	1
D_8013CA6C	8013CA6C	8013DD60	1	1
D_8013CA74	8013CA74	8013DD68	1	1
D_8013CA7C	8013CA7C	8013DD70	1	1
D_8013CA84	8013CA84	8013DD78	1	1
D_8013CA8C	8013CA8C	8013DD80	1	1
D_8013CA94	8013CA94	8013DD88	1	1
D_8013CA9C	8013CA9C	8013DD90	1	1
D_8013CAA4	8013CAA4	8013DD98	1	1
D_8013CAAC	8013CAAC	8013DDA0	1	1
D_8013CAB4	8013CAB4	8013DDA8	1	1
D_8013CABC	8013CABC	8013DDB0	1	1
D_8013CAC4	8013CAC4	8013DDB8	1	1
D_8013CACC	8013CACC	8013DDC0	1	1
D_8013CAD4	8013CAD4	8013DDC8	1	1
D_8013CADC	8013CADC	8013DDD0	1	1
D_8013CAE4	8013CAE4	8013DDD8	1	1
D_8013CAEC	8013CAEC	8013DDE0	1	1
D_8013CAF4	8013CAF4	8013DDE8	1	1
D_8013CAFC	8013CAFC	8013DDF0	1	1
D_8013CB04	8013CB04	8013DDF8	1	1
D_8013CB0C	8013CB0C	8013DE00	1	1
D_8013CB14	8013CB14	8013DE08	1	1
D_8013CB1C	8013CB1C	8013DE10	1	1
D_8013CB24	8013CB24	8013DE18	1	1
D_8013CB2C	8013CB2C	8013DE20	1	1
D_8013CB34	8013CB34	8013DE28	1	1
D_8013CB3C	8013CB3C	8013DE30	1	1
D_8013CB44	8013CB44	8013DE38	1	1
D_8013CB4C	8013CB4C	8013DE40	1	1
D_8013CB54	8013CB54	8013DE48	1	1
D_8013CB5C	8013CB5C	8013DE50	1	1
D_8013CB64	8013CB64	8013DE58	1	1
D_8013CB6C	8013CB6C	8013DE60	1	1
D_8013CB74	8013CB74	8013DE68	1	1
D_8013CB7C	8013CB7C	8013DE70	1	1
D_8013CB84	8013CB84	8013DE78	1	1
D_8013CB8C	8013CB8C	8013DE80	1	1
D_8013CB94	8013CB94	8013DE88	1	1
D_8013CB9C	8013CB9C	8013DE90	1	1
D_8013CBA4	8013CBA4	8013DE98	2	2
D_8013CBAC	8013CBAC	8013DEA0	2	2
D_8013CBB4	8013CBB4	8013DEA8	1	1
D_8013CBBC	8013CBBC	8013DEB0	1	1
D_8013CBC4	8013CBC4	8013DEB8	1	1
D_8013CBCC	8013CBCC	8013DEC0	1	1
D_8013CBD4	8013CBD4	8013DEC8	1	1
D_8013CBDC	8013CBDC	8013DED0	1	1
D_8013CBE4	8013CBE4	8013DED8	1	1
D_8013CBEC	8013CBEC	8013DEE0	1	1
D_8013CBF4	8013CBF4	8013DEE8	1	1
D_8013CBFC	8013CBFC	8013DEF0	1	1
D_8013CC04	8013CC04	8013DEF8	1	1
D_8013CC0C	8013CC0C	8013DF00	1	1
D_8013CC14	8013CC14	8013DF08	1	1
D_8013CC1C	8013CC1C	8013DF10	1	1
D_8013CC24	8013CC24	8013DF18	1	1
D_8013CC2C	8013CC2C	8013DF20	1	1
D_8013CC34	8013CC34	8013DF28	1	1
D_8013CC3C	8013CC3C	8013DF30	1	1
D_8013CC44	8013CC44	8013DF38	1	1
D_8013CC4C	8013CC4C	8013DF40	1	1
D_8013CC54	8013CC54	8013DF48	1	1
D_8013CC5C	8013CC5C	8013DF50	1	1
D_8013CC64	8013CC64	8013DF58	1	1
D_8013CC6C	8013CC6C	8013DF60	1	1
D_8013CC74	8013CC74	8013DF68	1	1
D_8013CC7C	8013CC7C	8013DF70	1	1
D_8013CC84	8013CC84	8013DF78	1	1
D_8013CC8C	8013CC8C	8013DF80	1	1
D_8013CC94	8013CC94	8013DF88	1	1
D_8013CC9C	8013CC9C	8013DF90	1	1
D_8013CCA4	8013CCA4	8013DF98	1	1
D_8013CCAC	8013CCAC	8013DFA0	1	1
D_8013CCB4	8013CCB4	8013DFA8	1	1
D_8013CCBC	8013CCBC	8013DFB0	1	1
D_8013CCC4	8013CCC4	8013DFB8	1	1
D_8013CCCC	8013CCCC	8013DFC0	1	1
D_8013CCD4	8013CCD4	8013DFC8	1	1
D_8013CCDC	8013CCDC	8013DFD0	1	1
D_8013CCE4	8013CCE4	8013DFD8	1	1
D_8013CCEC	8013CCEC	8013DFE0	1	1
D_8013CCF4	8013CCF4	8013DFE8	1	1
D_8013CCFC	8013CCFC	8013DFF0	1	1
D_8013CD04	8013CD04	8013DFF8	1	1
D_8013CD0C	8013CD0C	8013E000	1	1
D_8013CD14	8013CD14	8013E008	1	1
D_8013CD1C	8013CD1C	8013E010	1	1
D_8013CD24	8013CD24	8013E018	1	1
D_8013CD2C	8013CD2C	8013E020	1	1
D_8013CD37	8013CD37	8013E02B	2	2
D_8013CD3F	8013CD3F	8013E033	2	2
D_8013CD44	8013CD44	8013E038	1	1
D_8013CD4C	8013CD4C	8013E040	1	1
D_8013CD54	8013CD54	8013E048	1	1
D_8013CD5C	8013CD5C	8013E050	1	1
D_8013CD64	8013CD64	8013E058	1	1
D_8013CD6C	8013CD6C	8013E060	1	1
D_8013CD74	8013CD74	8013E068	1	1
D_8013CD7C	8013CD7C	8013E070	1	1
D_8013D04C	8013D04C	8013E340	1	1
D_8013D054	8013D054	8013E348	1	1
D_8013D05C	8013D05C	8013E350	1	1
D_8013D064	8013D064	8013E358	1	1
D_8013D06C	8013D06C	8013E360	1	1
D_8013D070	8013D070	8013E364	1	1
D_8013D074	8013D074	8013E368	1	1
D_8013D078	8013D078	8013E36C	2	2
D_8013D084	8013D084	8013E378	1	1
D_8013D08C	8013D08C	8013E380	1	1
D_8013D094	8013D094	8013E388	1	1
D_8013D09C	8013D09C	8013E390	1	1
D_8013D0A0	8013D0A0	8013E394	1	1
D_8013D0A4	8013D0A4	8013E398	1	1
D_8013D10C	8013D10C	8013E3E4	1	1
D_8013D114	8013D114	8013E3EC	1	1
D_8013D11C	8013D11C	8013E3F4	1	1
D_8013D124	8013D124	8013E3FC	1	1
D_8013D12C	8013D12C	8013E404	1	1
D_8013D134	8013D134	8013E40C	1	1
D_8013D13C	8013D13C	8013E414	1	1
D_8013D144	8013D144	8013E41C	1	1
D_8013D14C	8013D14C	8013E424	1	1
D_8013D154	8013D154	8013E42C	1	1
D_8013D15C	8013D15C	8013E434	1	1
D_8013D164	8013D164	8013E43C	1	1
D_8013D16C	8013D16C	8013E444	1	1
D_8013D174	8013D174	8013E44C	1	1
D_8013D17C	8013D17C	8013E454	1	1
D_8013D184	8013D184	8013E45C	1	1
D_8013D18C	8013D18C	8013E464	1	1
D_8013D194	8013D194	8013E46C	1	1
D_8013D19C	8013D19C	8013E474	1	1
D_8013D1A4	8013D1A4	8013E47C	1	1
D_8013D1AC	8013D1AC	8013E484	1	1
D_8013D1B4	8013D1B4	8013E48C	1	1
D_8013D1BC	8013D1BC	8013E494	1	1
D_8013D1C4	8013D1C4	8013E49C	1	1
D_8013D1CC	8013D1CC	8013E4A4	1	1
