symbol	base_addr	region_addr	votes	total_sites
R3DCar_orientMat	8013D388	8013E698	7	7
R3DCar_position	8013D38C	8013E69C	6	6
R3DCar_rightHandDrive	8013D3BC	8013E6CC	2	2
R3DCar_shadowColour	8013D39C	8013E6AC	1	1
R3DCar_shadowVertex	801168E8	80117BCC	2	2
R3DCar_subOt	8013D3B8	8013E6C8	3	3
R3DCar_subOtStart	80116DAC	80118090	7	7
R3DCar_yawCam	8013D3A4	8013E6B4	2	2
Render_gBlurEffectDepth1	8013D3C0	8013E6D0	4	4
Render_gBlurEffectDepth2	8013D3C4	8013E6D4	1	1
Render_gBlurEffectMode	8013D3C8	8013E6D8	4	4
Render_gPauseMenuView	8013D3E8	8013E6F8	4	4
ReplayCameraList	80117008	801182EC	1	1
Replay_DoReplay__FP8Car_tObj	800B502C	800B5D04	1	1
Replay_ReplayBuffer	8011716C	80118450	6	6
Replay_ReplayCamera	8011704C	80118330	14	14
Replay_ReplayCounter	8013D400	8013E710	8	8
Replay_ReplayGetPtr	8013D3FC	8013E70C	13	13
Replay_ReplayInterface	8011702C	80118310	16	16
Replay_ReplayMode	8013D3F4	8013E704	40	40
Replay_ReplayStorePtr	8013D3F8	8013E708	14	14
Replay_Size	8013D3EC	8013E6FC	4	4
SNDSYS_restore	800F204C	800F0E78	1	1
SNDbankremove	800E6674	800E724C	1	1
SceneLoaded	8013C758	8013DA78	5	5
Sched_ExecuteElapsedTimes	8011DFF8	8011F2DC	1	1
Sched_ExecuteMasks	8011E030	8011F314	1	1
Sched_ExecuteTimes	8011DFDC	8011F2C0	1	1
Sched_ExecuteiTimes	8011E014	8011F2F8	1	1
Sched_gExecuteInfo	8011E04C	8011F330	1	1
SelectListConfig	8013D24C	8013E550	1	1
SelectListOffOn	80051974	800521BC	1	1
SelectListTrackDirection	8005198C	800521D4	1	1
Sky_gTrackSpec	8013D88C	8013EBA0	32	32
Speech_AllocateRAM__FlPc	800942E8	80094DDC	1	1
Speech_HandleRequest__Fllll	80094334	80094E28	1	1
Speech_PurgeRAM__FPc	80094314	80094E08	1	1
Speech_gCallSignDescription	80111E08	801130F8	3	3
Speech_gCarDescription	80111A44	80112D34	2	2
Speech_gCopAttr	80111E5C	8011314C	2	2
Speech_gLocationDescription	80111DDC	801130CC	2	2
StCHANNEL	80146C88	80147FF0	1	1
StCdIntrFlag	80146C80	80147FE8	4	4
StEmu_Addr	80146C7C	80147FE4	13	13
StEmu_Idx	80146C9C	80148004	22	22
StEndFrame	80146C94	80147FFC	2	2
StFinalSector	80146CA4	8014800C	5	5
StFunc1	80144874	80145BDC	1	1
StFunc2	80144878	80145BE0	2	2
StMode	801489CC	80149D34	3	3
StRgb24	80146C90	80147FF8	2	2
StRingAddr	80146CAC	80148014	6	6
StRingBase	80146CA8	80148010	5	5
StRingIdx1	80146CB0	80148018	13	13
StRingIdx2	80146CB4	8014801C	8	8
StRingIdx3	80146CB8	80148020	1	1
StRingSize	80146CBC	80148024	3	3
StSTART_FLAG	80146C98	80148000	4	4
StStartFrame	80146CC0	80148028	1	1
StartedNewMusic	8013C63E	8013D95E	1	1
StatsTimer	8013D998	8013ECA4	11	11
Stats_TrackStats__FP8Car_tObj	800B81FC	800B8ED4	1	1
Stats_gTrackRecords	80114D94	80116078	2	2
Stats_racePosition	8011E0E0	8011F3C4	6	6
Stframe_no	80146C8C	80147FF4	6	6
Stsector_offset	80146CA0	80148008	8	8
TP_gZPaletteSystem	8013DB78	8013EE84	4	4
TextLocations	80052398	80052BE8	1	1
Texture_CarColor	8013DB08	8013EE14	14	14
Texture_gNum4bitPal	8013DB14	8013EE20	5	5
Texture_gNum8bitPal	8013DB18	8013EE24	5	5
Texture_gP4bitPmx	8013DB1C	8013EE28	4	4
Texture_gP8bitPmx	8013DB20	8013EE2C	4	4
Texture_gPalette4bit	8013DB24	8013EE30	4	4
Texture_gPalette8bit	8013DB28	8013EE34	4	4
Texture_palCopy	8013DB0C	8013EE18	4	4
Texture_palNum	8013DB10	8013EE1C	11	11
TrackSpec_gCurrentSpec	8013DB94	8013EEA0	1	1
TrackSpec_gMaxSpec	8013DB98	8013EEA4	1	1
TrackSpec_gPrevSpec	8013DB90	8013EE9C	1	1
TrackSpec_gSpec	8012327C	80124598	15	16
Track_chunkList	8013D4B8	8013E7C8	18	18
Track_gControllerCount	8013D4E4	8013E7F8	5	5
Track_gInViewCount	8013D4B0	8013E7C0	1	1
Track_gInViewList	8013D4AC	8013E7BC	2	2
Track_gMatController	8013D4E8	8013E7FC	13	13
Track_gObjDefs	8013D4D4	8013E7E8	17	17
Track_gReflectionMaps	8011E170	8011F48C	3	3
Track_gSaveSurface	8013D4CC	8013E7DC	2	2
Track_materials	8013D4D0	8013E7E0	4	4
Track_mem	8013D4D8	8013E7EC	5	5
TrsProj_precision	8013DB9C	8013EEA8	4	4
UserPermFileName	800529B8	80053208	1	1
Vcount	80137D10	8013902C	8	8
Weather_gDensityChangeFactor	8013DBF8	8013EF04	4	4
Weather_gDensityGoalState	8013DBF0	8013EEFC	6	6
Weather_gDensityTbl	80123384	801246A0	2	2
Weather_gDensityTimerGoal	8013DC00	8013EF0C	3	3
Weather_gDrawnServer	8013DBE0	8013EEEC	2	2
Weather_gIntensityChangeFactor	8013DBFC	8013EF08	4	4
Weather_gIntensityGoalState	8013DBF4	8013EF00	8	8
Weather_gIntensityTbl	80123394	801246B0	3	3
Weather_gIntensityTimerGoal	8013DC04	8013EF10	3	3
Weather_gPServer	8013DBD0	8013EEDC	2	2
Weather_gPos	8013DBA8	8013EEB4	6	6
Weather_gPrevPServer	8013DBD8	8013EEE4	2	2
Weather_gPrevPos	8013DBB0	8013EEBC	5	5
Weather_gRandomVelocityVectors	801233E4	80124700	1	1
Weather_gSnowTrack	8013DC08	8013EF14	3	3
Weather_gSplatInfo	8013DBAC	8013EEB8	8	8
Weather_gSplatInfoServer	8013DBC8	8013EED4	2	2
Weather_gSys	80123408	80124724	23	23
Weather_gTrackIntensityLimit	8013DC0C	8013EF18	2	2
Weather_gTrackIntensityLimitTbl	801233A4	801246C0	1	1
Weather_gTrackSpec	8013DBC4	8013EED0	1	1
Weather_gType	8013DBEC	8013EEF8	7	7
Weather_gWasDrawn	8013DBA4	8013EEB0	7	7
Xfade	8010E68C	8010F97C	1	1
_19AIHigh_BTC_HumanCop_lastInputRequestTick_	8013C560	8013D87C	5	5
_6Speech_fgSpeech	8013CD84	8013E0A4	39	39
_6Speech_fgUndefined	8013CD88	8013E0A8	5	5
_7tScreen_fSuppressLoadingText	800517C8	80052010	3	3
__bss_org	8013DEE0	8013F214	4	4
__sdata_org	8013C54C	8013D868	2	2
_bss_obj	8013DD7C	8013F0B0	6	6
_cd_event_read	801091A8	80109E10	1	1
_cd_event_ready	80109180	80109DE8	1	1
_cd_event_sync	80109158	80109DC0	1	1
_cd_intr_dispatch	80108680	80109058	2	2
_cdread2_ready	800F8FCC	800F9954	1	1
_ctype_	801371D1	801384ED	1	1
_dirCheck	8010A510	8010B178	1	1
_dirRecvAuto	8010A1E4	8010AE4C	1	1
_dirSendAuto	8010A0E4	8010AD4C	1	1
_dma_isr	801066F8	801070D0	1	1
_first_patch	80109F5C	8010ABC4	1	1
_front_data_org	80051260	80051B08	3	3
_front_data_orgend	80052B38	80053388	8	8
_front_obj	80010000	80010000	1	1
_gpu_que_drain	800EF60C	800EFF94	2	2
_install_drain_cb	800EFE0C	800F0794	1	1
_padChanStart	80137CC8	80138FE4	3	3
_padChanStop	80137CCC	80138FE8	5	5
_padFixResult	80137CD0	80138FEC	4	4
_padFuncChkEng	80137C94	80138FB0	4	4
_padFuncClrCmdNo	80137C9C	80138FB8	2	2
_padFuncClrInfo	80137C7C	80138F98	8	8
_padFuncCurrLimit	80137C84	80138FA0	1	1
_padFuncGetGunPos	80137CA8	80138FC4	1	1
_padFuncGetTxd	80137C80	80138F9C	2	2
_padFuncIntGun	80137CA0	80138FBC	1	1
_padFuncNextPort	80137C78	80138F94	4	4
_padFuncPort2Info	80137C8C	80138FA8	5	5
_padFuncPtr2Port	80137C88	80138FA4	1	1
_padFuncRecvAuto	80137C98	80138FB4	3	3
_padFuncSendAuto	80137C90	80138FAC	6	6
_padFuncSetGunPort	80137CA4	80138FC0	1	1
_padGunExec	80137CB4	80138FD0	1	1
_padInfoDir	80137CAC	80138FC8	5	5
_padIntExec	80137CB0	80138FCC	5	5
_padLoadActInfo_rcv	80105980	80106358	1	1
_padLoadActInfo_snd	801058D8	801062B0	1	1
_padModeMtap	80137CC4	80138FE0	2	2
_padSetActAlign_rcv	80105C78	80106650	1	1
_padSetActAlign_snd	80105C5C	80106634	1	1
_padSetMainMode_rcv	80105E2C	80106804	1	1
_padSetMainMode_snd	80105DD8	801067B0	1	1
_padSioChan	80137CB8	80138FD4	11	11
_padSioState	80137CBC	80138FD8	7	7
_padTotalCurr	80137CC0	80138FDC	6	6
_padVbCallback0	80104AB0	80105488	1	1
_padVbCallback1	80104A48	80105420	1	1
_pad_failall	800FDEF0	800FE8C8	1	1
_pad_filter	800FE0B0	800FEA88	1	1
_pad_get_port	800FE364	800FED3C	1	1
_pad_getbyte	800FDFF4	800FE9CC	1	1
_pad_port_to_slot	800FE32C	800FED04	1	1
_pad_reset_state	800FDE88	800FE860	1	1
_pad_shift	800FDFE4	800FE9BC	1	1
_patch_card	8010CA68	8010D6F0	1	1
_patch_gte_handler_1	80106500	80106ED8	1	1
_qin	801237C4	80124AE0	21	21
_qout	801237C8	80124AE4	20	20
_que	8013EC00	8013FF68	3	3
_read_data_int	80108B24	801094FC	2	2
_read_int	801088B0	80109288	1	1
_read_sync	8010887C	80109254	2	2
_startTime	80148AB0	80149E18	6	6
_vt_10AIHigh_Cop	80055154	80055924	1	1
_vt_10tMenuBlank	80010680	80010678	2	2
_vt_10tPMenuItem	800562CC	80056A80	2	2
_vt_11AIHigh_Base	80054E04	800555D4	2	2
_vt_11tDialogBase	800105B0	800105A8	3	3
_vt_11tDialogHelp	80010550	80010548	1	1
_vt_11tScreenMain	800118B0	80011860	1	1
_vt_12AIHigh_Human	800550C8	80055898	1	1
_vt_12AIState_Idle	80055600	80055DD0	8	8
_vt_12tDialogYesNo	80010370	80010368	1	1
_vt_12tMenuOptions	80010620	80010618	2	2
_vt_12tOptionsMenu	80010F08	80010F00	2	2
_vt_12tScreenAudio	80012158	80012110	1	1
_vt_13AIState_Chase	800555E0	80055DB0	2	2
_vt_13tListIterator	800113C8	80011370	2	2
_vt_14AIDataRecord_t	800554AC	80055C7C	2	2
_vt_14AIHigh_BTC_Cop	80054F04	800556D4	1	1
_vt_14AIHigh_Traffic	800551B0	80055980	1	1
_vt_14AIState_Cruise	80055500	80055CD0	1	1
_vt_14AIState_Donuts	80055540	80055D10	1	1
_vt_14AIState_Normal	80055620	80055DF0	1	1
_vt_14ObjectSignAnim	80056088	8005683C	1	1
_vt_14tInsideBoxMenu	80010EA8	80010EA0	2	2
_vt_14tPListIterator	80056334	80056AE8	2	2
_vt_14tScreenDisplay	800120D0	80012088	1	1
_vt_14tScreenMemcard	80012228	800121E0	1	1
_vt_15AIHigh_Opponent	800550F8	800558C8	1	1
_vt_15AIState_Offroad	800555C0	80055D90	2	2
_vt_15ObjectMultiAnim	800560B8	8005686C	1	1
_vt_15tDialogYesNoMem	80010310	80010308	1	1
_vt_15tDialogYesNoTri	800102B0	800102A8	2	2
_vt_15tMenuNFS4Bottom	800106E0	800106D8	2	2
_vt_15tScreenUserName	800126E8	800126A0	1	1
_vt_16AIHigh_BasicPerp	80054E6C	8005563C	9	9
_vt_16tListIteratorCar	80010208	80010200	2	2
_vt_16tScreenCarSelect	80011D08	80011CC0	2	2
_vt_16tScreenPinkSlips	80011930	800118E0	1	1
_vt_16tScreenTrackInfo	80011F78	80011F30	1	1
_vt_17AIHigh_BTC_AIPerp	80054FA0	80055770	2	2
_vt_17AIState_GotoSlice	80055520	80055CF0	1	1
_vt_17AIState_Purgatory	80055580	80055D50	2	2
_vt_17tDialogBackUpOnly	80010490	80010488	1	1
_vt_17tScreenTrophyInfo	80011E90	80011E48	1	1
_vt_17tScreenTrophyRoom	80011E28	80011DE0	2	2
_vt_17tUserNameMenuItem	80010B18	80010B10	1	1
_vt_18AIHigh_BTC_Wingman	80054EC4	80055694	1	1
_vt_18tInsideBoxSongMenu	80010C78	80010C70	2	2
_vt_18tListIteratorRange	80011308	800112B0	2	2
_vt_18tListIteratorTrack	80010FE8	80010FE0	2	2
_vt_18tMenuNFS4TwoPlayer	80010740	80010738	2	2
_vt_18tScreenTournSelect	80011DB0	80011D68	2	2
_vt_18tScreenTrackSelect	80011F08	80011EC0	1	1
_vt_19AIHigh_BTC_HumanCop	80054EE4	800556B4	1	1
_vt_19tScreenTrackRecords	80011FF0	80011FA8	1	1
_vt_20AIHigh_BTC_HumanPerp	80054FC0	80055790	1	1
_vt_20tDialogMessageString	800104F0	800104E8	3	3
_vt_20tListIteratorIndexed	80011398	80011340	2	2
_vt_20tMenuItemInteractive	80011228	800111D0	2	2
_vt_20tMenuItemSlidingMenu	80010E48	80010E40	2	2
_vt_20tScreenCarSelectDuel	80011C80	80011C38	1	1
_vt_21AIState_RovingTraffic	80055560	80055D30	2	2
_vt_21tDialogNoInputMessage	80010430	80010428	1	1
_vt_21tListIteratorCarColor	800101D8	800101D0	2	2
_vt_21tPListIteratorIndexed	80056304	80056AB8	2	2
_vt_21tPMenuItemInteractive	8005625C	80056A10	2	2
_vt_22ObjectFinishedSignAnim	800560A0	80056854	1	1
_vt_22tInsideBoxTwoWaySlider	80010B70	80010B68	2	2
_vt_22tMenuItemLeftRightFade	80010F60	80010F58	1	1
_vt_23AIDataRecord_AccTable_t	80055494	80055C64	1	1
_vt_23ObjectFinishedMultiAnim	800560D0	80056884	1	1
_vt_23tListIteratorTournament	80011670	80011618	2	2
_vt_23tMenuItemGoToMenuButton	80011120	800110C8	2	2
_vt_23tPMenuItemCommandButton	80056144	800568F8	2	2
_vt_23tScreenBeTheCopCongrats	80012310	800122C8	1	1
_vt_23tScreenControllerConfig	80012078	80012030	1	1
_vt_23tScreenPinkSlipCongrats	80012378	80012330	1	1
_vt_23tScreenTournamentTrophy	800123E0	80012398	1	1
_vt_24tListIteratorMultiPlayer	80011338	800112E0	1	1
_vt_24tMenuItemLeftRightChoice	800111D0	80011178	2	2
_vt_24tMenuItemLeftRightSlider	80011178	80011120	2	2
_vt_24tPMenuItemGoToMenuButton	8005617C	80056930	2	2
_vt_24tScreenPinkSlipStandings	800119A8	80011958	1	1
_vt_25tInsideBoxLeftRightSlider	80010BC8	80010BC0	2	2
_vt_25tListIteratorRangeIndexed	800112D8	80011280	2	2
_vt_25tPMenuItemLeftRightChoice	80056224	800569D8	2	2
_vt_25tPMenuItemLeftRightSlider	800561EC	800569A0	2	2
_vt_25tScreenCarSelectTwoPlayer	80011BF0	80011BA8	4	4
_vt_25tScreenPinkSlipsCarSelect	80011B60	80011B18	1	1
_vt_25tScreenTournamentCongrats	800122A8	80012260	1	1
_vt_26tListIteratorDoubleIndexed	80011368	80011310	1	1
_vt_26tScreenTournamentStandings	80011A48	800119F8	1	1
_vt_27tMenuItemGoToMenuNFS4Button	80010908	80010900	2	2
_vt_28tMenuItemNFS4LeftRightChoice	800108B0	800108A8	2	2
_vt_28tPMenuItemNonInteractiveText	80056294	80056A48	2	2
_vt_29tMenuItemLeftRightAudioSlider	80010CE0	80010CD8	2	2
_vt_31tScreenTournamentStandings3item	800119F8	800119A8	1	1
_vt_32tPMenuItemLeftRightSliderIndexed	800561B4	80056968	2	2
_vt_5tMenu	800110C8	80011070	2	2
_vt_6tPMenu	8005611C	800568D0	2	2
_vt_7tScreen	80011418	800113C0	2	2
_vt_9tMenuItem	80011280	80011228	2	2
_vt_9tMenuNFS4	800107A0	80010798	3	3
_vt_Q26Speech13MobileSpeaker	80055BD4	80056384	1	1
_vt_Q26Speech15DispatchSpeaker	80055CCC	8005647C	1	1
_vt_Q26Speech7Speaker	80055DC4	80056574	2	2
_waitTime	80148AAC	80149E14	5	5
abortflag	8013DCD4	8013EFE0	4	4
accidentSlice	8013C814	8013DB34	5	5
aeroUpgrade	8010DD00	8010E988	2	2
allLanguages	800514D0	80051D78	1	1
animScripts	8010E24C	8010F53C	5	5
animSlots	8010E14C	8010F43C	5	5
animation_timer	8011F718	80120A34	4	4
asintbl	80137260	8013857C	2	2
asyncsystemtask	800F1120	800F1E80	1	1
atantbl	80136CE8	80138004	1	1
audioBackwardsDirection	8013C62C	8013D94C	2	2
availablefilesystems	8013DC60	8013EF6C	8	8
bSirenOn	8010E790	8010FA80	4	4
bSirenPitchingUp	8010E7A8	8010FA98	1	1
befuddleExtensions	8011423C	80115520	1	1
befuddleTemp	80115C3C	80116F20	1	1
bestLapTime	8013C6C0	8013D9E0	6	6
biglen	8013DE64	8013F198	1	1
burnPath	8013D2E0	8013E5F0	1	1
camSpeedTable	8010F7D0	80110AC0	3	3
carManager	80114274	80115558	72	72
clock_realTime	80110C24	80111F14	5	5
closecallback	800FC850	800FD228	1	1
colourChosen	80051914	8005215C	1	1
colourRGB	8011FD70	8012108C	1	1
commentaryActualLevel	80051538	80051DE0	3	3
compressed_data	8011DB98	8011EE7C	3	3
controlData	8011706C	80118350	6	6
copGame	8010D51C	8010E1A4	1	1
copTuningInfo	8010DF5C	8010F24C	2	2
countdown	8013C63C	8013D95C	11	11
counter	8011E09C	8011F380	1	1
currentLap	8013C6BC	8013D9DC	3	3
currentSize	800517E0	80052028	3	3
currentSpeechViv	80051510	80051DB8	2	2
currentSpriteColor	8013DE14	8013F148	15	15
currentdirectory	80140414	8014177C	2	2
currentfilesystem	8013DC5C	8013EF68	6	6
currentfont	80135BA0	80136EBC	7	7
currentwindow	801486E4	80149C58	2	2
data_ready_callback	80108798	80109170	1	1
debug_cause	80136AE0	80137DFC	9	9
decodeansi	801069AC	80107384	1	1
decodeshiftjis	801069EC	801073C4	3	3
dircompare	800FA344	800FAD20	2	2
disablecd	8013DC58	8013EF64	3	3
divTable	8011401C	80115300	2	2
download	80052A30	80053280	4	4
drawpending	8013DD10	8013F01C	4	4
engineUpgrade	8010DCE0	8010E968	2	2
exceedRedline	8013D300	8013E610	4	4
fAmbientRangeON	8013C6F4	8013DA14	1	1
fHelpText	800515B0	80051E58	1	1
fMapOffX	80120B18	80121E34	1	1
fMapOffY	80120B30	80121E4C	1	1
fMapRotate	80120B48	80121E64	1	1
fMapScaleX	80120AC0	80121DDC	1	1
fMapScaleY	80120AEC	80121E08	1	1
fMemIcon	80052938	80053188	3	3
fMysticWindON	8013C6F0	8013DA10	1	1
fReverbLevel	8013C679	8013D999	3	3
fReverbOn	8013C678	8013D998	7	7
falseLapCounter	8013C634	8013D954	2	2
falseLapTrigCur	8013C6B4	8013D9D4	1	1
falseLapTrigNumsBackward	8010E63C	8010F92C	1	1
falseLapTrigNumsForward	8010E5EC	8010F8DC	1	1
fastRandom	8013D0FC	8013E400	98	98
fatantbl	80137868	80138B84	1	1
fePath	8013D2E4	8013E5F4	1	1
feeler3	8010F7EC	80110ADC	1	1
filesizeatomic	800E5608	800E61E0	1	1
findClosestSideDave	8013C838	8013DB58	6	6
flaseLapTrigTrack	8013C6B8	8013D9D8	1	1
fogslicePos	8013DB8C	8013EE98	5	5
font12	800517D4	8005201C	3	3
font18	800517D8	80052020	3	3
fontTitle	800517DC	80052024	3	3
font_abr	8013D860	8013EB74	2	2
font_clutx	8013D854	8013EB68	9	9
font_cluty	8013D858	8013EB6C	7	7
font_currentTPage	8013D868	8013EB7C	3	3
font_tint	8013D85C	8013EB70	2	2
fortext4	800E3E40	800E4A38	1	1
frictionLess	8013C830	8013DB50	5	5
frontEnd	80114600	801158E4	156	156
frontLimit	8013C7E4	8013DB04	2	2
frontMult	8013D308	8013E618	4	4
fudgeTable	801140E4	801153C8	1	1
funcEvSpError	80109564	8010A1CC	1	1
funcEvSpErrorx	801095B4	8010A21C	1	1
funcEvSpIOE	80109550	8010A1B8	1	1
funcEvSpIOEx	801095A0	8010A208	1	1
funcEvSpNewcard	8010958C	8010A1F4	1	1
funcEvSpNewcardx	801095DC	8010A244	1	1
funcEvSpTimeout	80109578	8010A1E0	1	1
funcEvSpTimeoutx	801095C8	8010A230	1	1
func_8010CA40	8010CA40	8010D6C8	2	4
g1Player	8013DE04	8013F138	48	48
gAllScreens	80051934	8005217C	2	2
gAnimDefs	80115C48	80116F2C	1	1
gBWSlice	8013C7A4	8013DAC4	1	1
gBlockadeTypes	8013C568	8013D884	2	2
gBrakeRatio	8013D2F0	8013E600	2	2
gCISouffle	8013D44C	8013E75C	11	11
gCView	80116F7C	80118260	10	10
gCalculateVictory	8013D28D	8013E595	1	1
gCarObj	80052A68	800532B8	9	9
gCarSelected	80051544	80051DEC	4	4
gChunkObjInfo	8011F748	80120A64	7	7
gClearCycle	801370BC	801383D8	1	1
gClutDepth	8012107C	80122398	4	4
gContextMan	8010EEAC	8011019C	2	2
gCopMat	8010EE88	80110178	4	4
gCountSm	8013DACC	8013EDD8	5	5
gCurrContext	8013C790	8013DAB0	10	10
gCurrentMemory	8013DAB8	8013EDC4	4	4
gCurrentNumSplats	8013DBA0	8013EEAC	1	1
gCurrentShapes	800517CC	80052014	10	10
gCurrentVIV	800514CC	80051D74	4	4
gDLPixmap	80112B2C	80113E10	2	2
gDPixmap	8013D1DC	8013E4E0	1	1
gDamagePixmap	8013D21C	8013E520	1	1
gDataRate	80148434	8014979C	2	2
gDirtPalette	8013D200	8013E504	2	2
gDiv	8011F628	80120944	1	1
gEnviro	8011F424	80120740	6	6
gEventDats	80148048	801493B0	5	5
gFEBigHandle	8013D280	8013E584	3	3
gFEBonus	8013D27C	8013E580	4	4
gFECheats	8013D278	8013E57C	2	2
gFEmusicON	8013C66C	8013D98C	1	1
gFileDevice	8013EA88	8013FDF0	24	24
gFilterSetting	8014842C	80149794	3	3
gFlarePixmap	80112B88	80113E6C	5	5
gFlare_LensFlare	80120278	80121594	6	6
gFlip	8013D7B4	8013EAC8	29	29
gFontClut	8013D864	8013EB78	4	4
gFontSpaceWidth	8013D866	8013EB7A	2	2
gFreePal4	8013DB2C	8013EE38	8	8
gFreePal8	8013DB34	8013EE40	7	7
gGameAudioList	8013C730	8013DA50	8	8
gGameNum	80148428	80149790	2	2
gGameSceneList	8013D408	8013E718	7	7
gGasRatio	8013D2F4	8013E604	12	12
gGrassPalette	8013D210	8013E514	2	2
gGravelPalette	8013D20C	8013E510	1	1
gGravelPixmap	8013D204	8013E508	3	3
gHelpShapes	80052A64	800532B4	20	20
gHighMemory	8013DAB4	8013EDC0	1	1
gHorizonExtraSkyPixmaps	80120338	80121654	1	1
gHorizonPixmap	801202F8	80121614	4	4
gHrzRingColor	801207F4	80121B10	1	3
gHrz_Lightning	801208BC	80121BD8	4	4
gHudF4	8013E450	8013F784	4	4
gHudG4	8013E730	8013FA64	2	2
gISouffle	8013D448	8013E758	8	8
gIdentTemplate	8011F570	8012088C	1	1
gInitialArt	8011E158	8011F474	8	8
gLargestUnused	800514B8	80051D60	3	3
gLastSubTick	80148430	80149798	5	5
gLastTick	80148438	801497A0	3	3
gLeafPixmap	8013D218	8013E51C	7	7
gLightningPixmap	80112B94	80113E78	3	3
gLoop	8013D7B8	8013EACC	3	3
gLowMemory	8013DAB0	8013EDBC	3	3
gMDECinfo	80052B28	80053378	9	9
gMPauseUpdate	8013D264	8013E568	4	4
gMPauseUpdateNextTime	8013D240	8013E544	8	8
gMapOffX	8013D97C	8013EC88	3	3
gMapOffY	8013D980	8013EC8C	2	2
gMapRotate	8013D970	8013EC7C	2	2
gMapScaleX	8013D974	8013EC80	3	3
gMapScaleY	8013D978	8013EC84	3	3
gMasterAmbientLevel	8013C660	8013D980	8	8
gMasterEngineLevel	8013C658	8013D978	2	2
gMasterFENarrationLevel	8013C65C	8013D97C	9	9
gMasterMusicLevel	8013C650	8013D970	9	9
gMasterSFXLevel	8013C654	8013D974	16	16
gMaxFindQuadSliceIterations	8013C7D4	8013DAF4	2	2
gMaxSChunk	8013DAD4	8013EDE0	4	4
gMemAlloc	801370A8	801383C4	3	3
gMemCardInfo	80052D68	800535B8	23	33
gMemFree	801370AC	801383C8	3	3
gMenuPixmap	80120FD0	801222EC	6	6
gMenuPixmapAlloc	80120FF0	8012230C	1	1
gMenuRotate	80051264	80051B0C	2	2
gMenu_SubMenuPlayer	800517C0	80052008	3	3
gMusicHandle	8013D51C	8013E830	1	1
gNbFreePal4	8013DB30	8013EE3C	12	12
gNbFreePal8	8013DB38	8013EE44	10	10
gNightInitCache	8013DA90	8013ED9C	1	1
gNightMat	8010EE64	80110154	5	5
gNight_renderNight	8013DA28	8013ED34	6	6
gNumBanks	801370B8	801383D4	6	6
gNumIMassObjects	8013D2DC	8013E5E4	5	5
gNumSlices	8013C7C8	8013DAE8	151	151
gObjDefOffsetsGroup	8013D4E0	8013E7F4	5	5
gPadinfo	8013E89C	8013FBD0	34	34
gPauseMenuDefs	8013D268	8013E56C	18	18
gPauseMenuRect	8013D3D4	8013E6E4	2	2
gPauseRender	8013D3DC	8013E6EC	1	1
gPersistMidgroundObjInst	8013D4C4	8013E7D4	2	2
gPersistObjDef	8013D4BC	8013E7CC	7	7
gPersistObjDefBoundingSpheres	8013D4C8	8013E7D8	1	1
gPersistObjInst	8013D4C0	8013E7D0	7	7
gPixmaps	80112BD4	80113EB8	6	6
gPreLoadTicks	80148044	801493AC	2	2
gPrevSkidSm	8011E2F0	8011F60C	9	9
gQuickSirenCount	8013C710	8013DA30	4	4
gReparm	801370A0	801383BC	2	2
gReplayCameraSlots	8011DBDC	8011EEC0	11	11
gRngCoordTop	8013D890	8013EBA4	6	6
gSMokePalette	8013D1FC	8013E500	4	4
gSMokePixmap	8013D1F4	8013E4F8	3	3
gSPCH_Initialized	801370B0	801383CC	4	4
gSampleRequest	80137094	801383B0	3	3
gSaveChunk	8011E770	8011FA8C	4	4
gSaveSeg	8011E6F0	8011FA0C	4	4
gSemiTransText	8005160C	80051EB4	2	2
gSentenceChoice	8014843C	801497A4	5	5
gSentenceRuleSet	8013709C	801383B8	6	6
gSentenceRuleTest	80137098	801383B4	3	3
gShadowPixmap	8013D1E4	8013E4E8	3	3
gShowroomLights	800514B4	80051D5C	3	3
gSimObjAnims	80115D60	80117044	7	7
gSimQueue_BlockOther	8013D43C	8013E74C	4	4
gSimQueue_BlockSelf	8013D438	8013E748	7	7
gSimQueue_Ticker	8013D434	8013E744	5	5
gSkidMarkPixmap	8013D1EC	8013E4F0	3	3
gSkyColor	80120620	8012193C	3	3
gSkyMesh	80120378	80121694	3	3
gSkyPixmapIndex	80120774	80121A90	2	2
gSm	8013DAC8	8013EDD4	9	9
gSndBnk	8010E8A8	8010FB98	8	8
gSnowPalette	8013D214	8013E518	3	3
gSparkHPixmap	80112B54	80113E38	4	4
gSpikeBelt	8013C794	8013DAB4	4	4
gSpikeBeltChunk	8013C79C	8013DABC	3	3
gSpikeBeltColourTableIndex	8013C7B0	8013DAD0	1	1
gSpikeBeltPixmap	8013D1E0	8013E4E4	2	2
gSpikeBeltSlice	8013C798	8013DAB8	4	4
gSpikeBeltWidth	8013C7AC	8013DACC	3	3
gSpikeBeltX	8013C7A0	8013DAC0	5	5
gSprite0	8013DE08	8013F13C	16	16
gSprite1	8013DE0C	8013F140	8	8
gStatusSm	8011E670	8011F98C	6	6
gSteerRatio	8013D2F8	8013E608	1	1
gStereoMode	8013C674	8013D994	4	4
gStopCommentaryNow	800514C8	80051D70	4	4
gSwapFileName	80052064	800528B4	1	1
gSwapFileNameTI	8005208C	800528DC	1	1
gTAddCSmoke	8013D4F4	8013E808	3	3
gTAddCarExtraSfx	8011E270	8011F58C	3	3
