symbol	base_addr	region_addr	votes	total_sites
D_80136C14	80136C14	80137CF0	1	1
D_80136C18	80136C18	80137CF4	1	1
D_80136C1C	80136C1C	80137CF8	7	7
D_80136C38	80136C38	80137D14	1	1
D_80136C3C	80136C3C	80137D18	7	7
D_80136C40	80136C40	80137D1C	2	2
D_80136C48	80136C48	80137D24	1	1
D_80136C54	80136C54	80137D30	1	1
D_80136C68	80136C68	80137D44	3	3
D_80136C6C	80136C6C	80137D48	2	2
D_80136CB8	80136CB8	80137D94	3	3
D_80136CBC	80136CBC	80137D98	3	3
D_80136CC0	80136CC0	80137D9C	1	1
D_80136CC4	80136CC4	80137DA0	1	1
D_80136CD8	80136CD8	80137DB4	1	1
D_80136DEC	80136DEC	80137EC8	4	4
D_801371CC	801371CC	801382A8	5	5
D_8013745F	8013745F	8013853B	1	1
D_80137CD8	80137CD8	80138DB4	9	9
D_80137CDC	80137CDC	80138DB8	23	23
D_80137CE0	80137CE0	80138DBC	1	1
D_80137CF0	80137CF0	80138DCC	3	3
D_80137D14	80137D14	80138DF0	1	1
D_8013BD20	8013BD20	8013CDFC	5	5
D_8013BD24	8013BD24	8013CE00	2	2
D_8013BD44	8013BD44	8013CE20	1	1
D_8013BD50	8013BD50	8013CE2C	1	1
D_8013C08C	8013C08C	8013D168	2	2
D_8013C18C	8013C18C	8013D268	1	1
D_8013C1F0	8013C1F0	8013D2CC	1	1
D_8013C20C	8013C20C	8013D2E8	21	21
D_8013C210	8013C210	8013D2EC	2	2
D_8013C214	8013C214	8013D2F0	5	5
D_8013C218	8013C218	8013D2F4	12	12
D_8013C21C	8013C21C	8013D2F8	5	5
D_8013C220	8013C220	8013D2FC	2	2
D_8013C224	8013C224	8013D300	8	8
D_8013C225	8013C225	8013D301	1	1
D_8013C228	8013C228	8013D304	1	1
D_8013C240	8013C240	8013D31C	2	2
D_8013C244	8013C244	8013D320	2	2
D_8013C248	8013C248	8013D324	2	2
D_8013C24C	8013C24C	8013D328	2	2
D_8013C250	8013C250	8013D32C	5	5
D_8013C290	8013C290	8013D36C	9	9
D_8013C298	8013C298	8013D374	2	2
D_8013C29C	8013C29C	8013D378	1	1
D_8013C2AC	8013C2AC	8013D388	1	1
D_8013C2B0	8013C2B0	8013D38C	1	1
D_8013C2B4	8013C2B4	8013D390	1	1
D_8013C2B8	8013C2B8	8013D394	2	2
D_8013C2E0	8013C2E0	8013D3BC	6	6
D_8013C308	8013C308	8013D3E4	2	2
D_8013C310	8013C310	8013D3EC	3	3
D_8013C338	8013C338	8013D414	1	1
D_8013C564	8013C564	8013D640	3	3
D_8013C588	8013C588	8013D664	1	1
D_8013C590	8013C590	8013D66C	1	1
D_8013C5B0	8013C5B0	8013D68C	5	5
D_8013C5B4	8013C5B4	8013D690	4	4
D_8013C5D0	8013C5D0	8013D6AC	1	1
D_8013C5D8	8013C5D8	8013D6B4	1	1
D_8013C5E0	8013C5E0	8013D6BC	1	1
D_8013C5FC	8013C5FC	8013D6D8	1	1
D_8013C604	8013C604	8013D6E0	1	1
D_8013C684	8013C684	8013D764	1	1
D_8013C6A0	8013C6A0	8013D780	1	1
D_8013C6AC	8013C6AC	8013D78C	2	2
D_8013C724	8013C724	8013D804	1	1
D_8013C72C	8013C72C	8013D80C	1	1
D_8013C73C	8013C73C	8013D81C	1	1
D_8013C744	8013C744	8013D824	1	1
D_8013C74C	8013C74C	8013D82C	1	1
D_8013C75C	8013C75C	8013D83C	2	2
D_8013C760	8013C760	8013D840	2	2
D_8013C764	8013C764	8013D844	1	1
D_8013C7E0	8013C7E0	8013D8C0	1	1
D_8013C7EC	8013C7EC	8013D8CC	1	1
D_8013C820	8013C820	8013D900	4	4
D_8013C8CC	8013C8CC	8013D9AC	2	2
D_8013C94C	8013C94C	8013DA2C	2	2
D_8013C95C	8013C95C	8013DA3C	1	1
D_8013C964	8013C964	8013DA44	1	1
D_8013C96C	8013C96C	8013DA4C	1	1
D_8013C974	8013C974	8013DA54	1	1
D_8013C97C	8013C97C	8013DA5C	1	1
D_8013C984	8013C984	8013DA64	1	1
D_8013C98C	8013C98C	8013DA6C	1	1
D_8013C994	8013C994	8013DA74	1	1
D_8013C99C	8013C99C	8013DA7C	1	1
D_8013C9A4	8013C9A4	8013DA84	1	1
D_8013C9AC	8013C9AC	8013DA8C	1	1
D_8013C9B4	8013C9B4	8013DA94	1	1
D_8013C9BC	8013C9BC	8013DA9C	1	1
D_8013C9C4	8013C9C4	8013DAA4	1	1
D_8013C9CC	8013C9CC	8013DAAC	1	1
D_8013C9D4	8013C9D4	8013DAB4	1	1
D_8013C9DC	8013C9DC	8013DABC	1	1
D_8013C9E4	8013C9E4	8013DAC4	1	1
D_8013C9EC	8013C9EC	8013DACC	1	1
D_8013C9F4	8013C9F4	8013DAD4	1	1
D_8013C9FC	8013C9FC	8013DADC	1	1
D_8013CA04	8013CA04	8013DAE4	1	1
D_8013CA0C	8013CA0C	8013DAEC	1	1
D_8013CA14	8013CA14	8013DAF4	1	1
D_8013CA1C	8013CA1C	8013DAFC	1	1
D_8013CA24	8013CA24	8013DB04	1	1
D_8013CA2C	8013CA2C	8013DB0C	1	1
D_8013CA34	8013CA34	8013DB14	1	1
D_8013CA3C	8013CA3C	8013DB1C	1	1
D_8013CA44	8013CA44	8013DB24	1	1
D_8013CA4C	8013CA4C	8013DB2C	1	1
D_8013CA54	8013CA54	8013DB34	1	1
D_8013CA5C	8013CA5C	8013DB3C	1	1
D_8013CA64	8013CA64	8013DB44	1	1
D_8013CA6C	8013CA6C	8013DB4C	1	1
D_8013CA74	8013CA74	8013DB54	1	1
D_8013CA7C	8013CA7C	8013DB5C	1	1
D_8013CA84	8013CA84	8013DB64	1	1
D_8013CA8C	8013CA8C	8013DB6C	1	1
D_8013CA94	8013CA94	8013DB74	1	1
D_8013CA9C	8013CA9C	8013DB7C	1	1
D_8013CAA4	8013CAA4	8013DB84	1	1
D_8013CAAC	8013CAAC	8013DB8C	1	1
D_8013CAB4	8013CAB4	8013DB94	1	1
D_8013CABC	8013CABC	8013DB9C	1	1
D_8013CAC4	8013CAC4	8013DBA4	1	1
D_8013CACC	8013CACC	8013DBAC	1	1
D_8013CAD4	8013CAD4	8013DBB4	1	1
D_8013CADC	8013CADC	8013DBBC	1	1
D_8013CAE4	8013CAE4	8013DBC4	1	1
D_8013CAEC	8013CAEC	8013DBCC	1	1
D_8013CAF4	8013CAF4	8013DBD4	1	1
D_8013CAFC	8013CAFC	8013DBDC	1	1
D_8013CB04	8013CB04	8013DBE4	1	1
D_8013CB0C	8013CB0C	8013DBEC	1	1
D_8013CB14	8013CB14	8013DBF4	1	1
D_8013CB1C	8013CB1C	8013DBFC	1	1
D_8013CB24	8013CB24	8013DC04	1	1
D_8013CB2C	8013CB2C	8013DC0C	1	1
D_8013CB34	8013CB34	8013DC14	1	1
D_8013CB3C	8013CB3C	8013DC1C	1	1
D_8013CB44	8013CB44	8013DC24	1	1
D_8013CB4C	8013CB4C	8013DC2C	1	1
D_8013CB54	8013CB54	8013DC34	1	1
D_8013CB5C	8013CB5C	8013DC3C	1	1
D_8013CB64	8013CB64	8013DC44	1	1
D_8013CB6C	8013CB6C	8013DC4C	1	1
D_8013CB74	8013CB74	8013DC54	1	1
D_8013CB7C	8013CB7C	8013DC5C	1	1
D_8013CB84	8013CB84	8013DC64	1	1
D_8013CB8C	8013CB8C	8013DC6C	1	1
D_8013CB94	8013CB94	8013DC74	1	1
D_8013CB9C	8013CB9C	8013DC7C	1	1
D_8013CBA4	8013CBA4	8013DC84	2	2
D_8013CBAC	8013CBAC	8013DC8C	2	2
D_8013CBB4	8013CBB4	8013DC94	1	1
D_8013CBBC	8013CBBC	8013DC9C	1	1
D_8013CBC4	8013CBC4	8013DCA4	1	1
D_8013CBCC	8013CBCC	8013DCAC	1	1
D_8013CBD4	8013CBD4	8013DCB4	1	1
D_8013CBDC	8013CBDC	8013DCBC	1	1
D_8013CBE4	8013CBE4	8013DCC4	1	1
D_8013CBEC	8013CBEC	8013DCCC	1	1
D_8013CBF4	8013CBF4	8013DCD4	1	1
D_8013CBFC	8013CBFC	8013DCDC	1	1
D_8013CC04	8013CC04	8013DCE4	1	1
D_8013CC0C	8013CC0C	8013DCEC	1	1
D_8013CC14	8013CC14	8013DCF4	1	1
D_8013CC1C	8013CC1C	8013DCFC	1	1
D_8013CC24	8013CC24	8013DD04	1	1
D_8013CC2C	8013CC2C	8013DD0C	1	1
D_8013CC34	8013CC34	8013DD14	1	1
D_8013CC3C	8013CC3C	8013DD1C	1	1
D_8013CC44	8013CC44	8013DD24	1	1
D_8013CC4C	8013CC4C	8013DD2C	1	1
D_8013CC54	8013CC54	8013DD34	1	1
D_8013CC5C	8013CC5C	8013DD3C	1	1
D_8013CC64	8013CC64	8013DD44	1	1
D_8013CC6C	8013CC6C	8013DD4C	1	1
D_8013CC74	8013CC74	8013DD54	1	1
D_8013CC7C	8013CC7C	8013DD5C	1	1
D_8013CC84	8013CC84	8013DD64	1	1
D_8013CC8C	8013CC8C	8013DD6C	1	1
D_8013CC94	8013CC94	8013DD74	1	1
D_8013CC9C	8013CC9C	8013DD7C	1	1
D_8013CCA4	8013CCA4	8013DD84	1	1
D_8013CCAC	8013CCAC	8013DD8C	1	1
D_8013CCB4	8013CCB4	8013DD94	1	1
D_8013CCBC	8013CCBC	8013DD9C	1	1
D_8013CCC4	8013CCC4	8013DDA4	1	1
D_8013CCCC	8013CCCC	8013DDAC	1	1
D_8013CCD4	8013CCD4	8013DDB4	1	1
D_8013CCDC	8013CCDC	8013DDBC	1	1
D_8013CCE4	8013CCE4	8013DDC4	1	1
D_8013CCEC	8013CCEC	8013DDCC	1	1
D_8013CCF4	8013CCF4	8013DDD4	1	1
D_8013CCFC	8013CCFC	8013DDDC	1	1
D_8013CD04	8013CD04	8013DDE4	1	1
D_8013CD0C	8013CD0C	8013DDEC	1	1
D_8013CD14	8013CD14	8013DDF4	1	1
D_8013CD1C	8013CD1C	8013DDFC	1	1
D_8013CD24	8013CD24	8013DE04	1	1
D_8013CD2C	8013CD2C	8013DE0C	1	1
D_8013CD37	8013CD37	8013DE17	2	2
D_8013CD3F	8013CD3F	8013DE1F	2	2
D_8013CD44	8013CD44	8013DE24	1	1
D_8013CD4C	8013CD4C	8013DE2C	1	1
D_8013CD54	8013CD54	8013DE34	1	1
D_8013CD5C	8013CD5C	8013DE3C	1	1
D_8013CD64	8013CD64	8013DE44	1	1
D_8013CD6C	8013CD6C	8013DE4C	1	1
D_8013CD74	8013CD74	8013DE54	1	1
D_8013CD7C	8013CD7C	8013DE5C	1	1
D_8013D04C	8013D04C	8013E12C	1	1
D_8013D054	8013D054	8013E134	1	1
D_8013D05C	8013D05C	8013E13C	1	1
D_8013D064	8013D064	8013E144	1	1
D_8013D06C	8013D06C	8013E14C	1	1
D_8013D070	8013D070	8013E150	1	1
D_8013D074	8013D074	8013E154	1	1
D_8013D078	8013D078	8013E158	2	2
D_8013D084	8013D084	8013E164	1	1
D_8013D08C	8013D08C	8013E16C	1	1
D_8013D094	8013D094	8013E174	1	1
D_8013D09C	8013D09C	8013E17C	1	1
D_8013D0A0	8013D0A0	8013E180	1	1
D_8013D0A4	8013D0A4	8013E184	1	1
D_8013D10C	8013D10C	8013E1D0	1	1
D_8013D114	8013D114	8013E1D8	1	1
D_8013D11C	8013D11C	8013E1E0	1	1
D_8013D124	8013D124	8013E1E8	1	1
D_8013D12C	8013D12C	8013E1F0	1	1
D_8013D134	8013D134	8013E1F8	1	1
D_8013D13C	8013D13C	8013E200	1	1
D_8013D144	8013D144	8013E208	1	1
D_8013D14C	8013D14C	8013E210	1	1
D_8013D154	8013D154	8013E218	1	1
D_8013D15C	8013D15C	8013E220	1	1
D_8013D164	8013D164	8013E228	1	1
D_8013D16C	8013D16C	8013E230	1	1
D_8013D174	8013D174	8013E238	1	1
D_8013D17C	8013D17C	8013E240	1	1
D_8013D184	8013D184	8013E248	1	1
D_8013D18C	8013D18C	8013E250	1	1
D_8013D194	8013D194	8013E258	1	1
D_8013D19C	8013D19C	8013E260	1	1
D_8013D1A4	8013D1A4	8013E268	1	1
D_8013D1AC	8013D1AC	8013E270	1	1
D_8013D1B4	8013D1B4	8013E278	1	1
D_8013D1BC	8013D1BC	8013E280	1	1
D_8013D1C4	8013D1C4	8013E288	1	1
D_8013D1CC	8013D1CC	8013E290	1	1
D_8013D1D4	8013D1D4	8013E298	1	1
D_8013D1F0	8013D1F0	8013E2B4	2	2
D_8013D1F8	8013D1F8	8013E2BC	1	1
D_8013D208	8013D208	8013E2CC	1	1
D_8013D228	8013D228	8013E2EC	1	1
D_8013D22D	8013D22D	8013E2F1	5	5
D_8013D22E	8013D22E	8013E2F2	4	4
D_8013D22F	8013D22F	8013E2F3	8	8
D_8013D29C	8013D29C	8013E364	1	1
D_8013D2A4	8013D2A4	8013E36C	1	1
D_8013D2AC	8013D2AC	8013E374	1	1
D_8013D2FC	8013D2FC	8013E3CC	5	5
D_8013D328	8013D328	8013E3F8	1	1
D_8013D330	8013D330	8013E400	1	1
D_8013D338	8013D338	8013E408	1	1
D_8013D340	8013D340	8013E410	3	3
D_8013D348	8013D348	8013E418	1	1
D_8013D350	8013D350	8013E420	3	3
D_8013D358	8013D358	8013E428	6	6
D_8013D35C	8013D35C	8013E42C	2	2
D_8013D360	8013D360	8013E430	2	2
D_8013D368	8013D368	8013E438	2	2
D_8013D370	8013D370	8013E440	2	2
D_8013D374	8013D374	8013E444	2	2
D_8013D378	8013D378	8013E448	2	2
D_8013D37C	8013D37C	8013E44C	2	2
D_8013D380	8013D380	8013E450	1	1
D_8013D39D	8013D39D	8013E46D	1	1
D_8013D39E	8013D39E	8013E46E	1	1
D_8013D3A1	8013D3A1	8013E471	1	1
D_8013D3A2	8013D3A2	8013E472	1	1
D_8013D3D6	8013D3D6	8013E4A6	2	2
D_8013D3D8	8013D3D8	8013E4A8	1	1
D_8013D3DA	8013D3DA	8013E4AA	1	1
D_8013D404	8013D404	8013E4D4	1	1
D_8013D410	8013D410	8013E4E0	1	1
D_8013D418	8013D418	8013E4E8	1	1
D_8013D420	8013D420	8013E4F0	1	1
D_8013D440	8013D440	8013E510	1	1
D_8013D45C	8013D45C	8013E52C	2	2
D_8013D464	8013D464	8013E534	1	1
D_8013D468	8013D468	8013E538	1	1
D_8013D470	8013D470	8013E540	1	1
D_8013D478	8013D478	8013E548	1	1
D_8013D480	8013D480	8013E550	1	1
D_8013D488	8013D488	8013E558	1	1
D_8013D490	8013D490	8013E560	1	1
D_8013D4A4	8013D4A4	8013E574	1	1
D_8013D514	8013D514	8013E5E8	1	1
D_8013D720	8013D720	8013E7F4	1	1
D_8013D728	8013D728	8013E7FC	1	1
D_8013D730	8013D730	8013E804	1	1
D_8013D738	8013D738	8013E80C	1	1
D_8013D74C	8013D74C	8013E820	1	1
D_8013D754	8013D754	8013E828	1	1
D_8013D788	8013D788	8013E85C	3	3
D_8013D790	8013D790	8013E864	1	1
D_8013D798	8013D798	8013E86C	2	2
D_8013D79C	8013D79C	8013E870	2	2
D_8013D7D0	8013D7D0	8013E8A4	1	1
D_8013D7D8	8013D7D8	8013E8AC	1	1
D_8013D7E0	8013D7E0	8013E8B4	1	1
D_8013D7E4	8013D7E4	8013E8B8	1	1
D_8013D7E8	8013D7E8	8013E8BC	1	1
D_8013D820	8013D820	8013E8F4	2	2
D_8013D878	8013D878	8013E94C	7	7
D_8013D87C	8013D87C	8013E950	5	5
D_8013D880	8013D880	8013E954	1	1
D_8013D896	8013D896	8013E96A	1	1
D_8013D898	8013D898	8013E96C	1	1
D_8013D8AC	8013D8AC	8013E980	4	4
D_8013D8CC	8013D8CC	8013E998	1	1
D_8013D8D4	8013D8D4	8013E9A0	1	1
D_8013D8DC	8013D8DC	8013E9A8	1	1
D_8013D8E4	8013D8E4	8013E9B0	1	1
D_8013D8EC	8013D8EC	8013E9B8	1	1
D_8013D8F0	8013D8F0	8013E9BC	2	2
D_8013D8F8	8013D8F8	8013E9C4	1	1
D_8013D900	8013D900	8013E9CC	5	5
D_8013D904	8013D904	8013E9D0	3	3
D_8013D908	8013D908	8013E9D4	1	1
D_8013D910	8013D910	8013E9DC	3	3
D_8013D914	8013D914	8013E9E0	1	1
D_8013D91C	8013D91C	8013E9E8	1	1
D_8013D91D	8013D91D	8013E9E9	2	2
D_8013D920	8013D920	8013E9EC	2	2
D_8013D924	8013D924	8013E9F0	2	2
D_8013D954	8013D954	8013EA20	1	1
D_8013D95C	8013D95C	8013EA28	1	1
D_8013D964	8013D964	8013EA30	1	1
D_8013D98C	8013D98C	8013EA58	4	4
D_8013D990	8013D990	8013EA5C	4	4
D_8013D996	8013D996	8013EA62	1	1
D_8013D99C	8013D99C	8013EA68	11	11
D_8013D9D4	8013D9D4	8013EAA0	1	1
D_8013D9E2	8013D9E2	8013EAAE	1	1
D_8013D9F4	8013D9F4	8013EAC0	2	2
D_8013D9FE	8013D9FE	8013EACA	3	3
D_8013DA00	8013DA00	8013EACC	1	1
D_8013DA08	8013DA08	8013EAD4	1	1
D_8013DA10	8013DA10	8013EADC	1	1
D_8013DA18	8013DA18	8013EAE4	1	1
D_8013DA20	8013DA20	8013EAEC	1	1
D_8013DA50	8013DA50	8013EB1C	1	1
D_8013DA8C	8013DA8C	8013EB58	1	1
D_8013DAAC	8013DAAC	8013EB78	3	3
D_8013DAC0	8013DAC0	8013EB8C	5	5
D_8013DAD8	8013DAD8	8013EBA4	1	1
D_8013DAE0	8013DAE0	8013EBAC	1	1
D_8013DAE8	8013DAE8	8013EBB4	1	1
D_8013DAF0	8013DAF0	8013EBBC	1	1
D_8013DAF8	8013DAF8	8013EBC4	1	1
D_8013DB00	8013DB00	8013EBCC	1	1
D_8013DB4C	8013DB4C	8013EC18	1	1
D_8013DB54	8013DB54	8013EC20	1	1
D_8013DB5C	8013DB5C	8013EC28	1	1
D_8013DB64	8013DB64	8013EC30	1	1
D_8013DB6C	8013DB6C	8013EC38	1	1
D_8013DB84	8013DB84	8013EC50	1	1
D_8013DBB4	8013DBB4	8013EC80	1	1
D_8013DBBC	8013DBBC	8013EC88	1	1
D_8013DBCC	8013DBCC	8013EC98	1	1
D_8013DBD4	8013DBD4	8013ECA0	1	1
D_8013DBDC	8013DBDC	8013ECA8	1	1
D_8013DBE4	8013DBE4	8013ECB0	1	1
D_8013DC20	8013DC20	8013ECEC	1	1
D_8013DC28	8013DC28	8013ECF4	1	1
D_8013DC38	8013DC38	8013ED04	4	4
D_8013DC3C	8013DC3C	8013ED08	2	2
D_8013DC48	8013DC48	8013ED14	1	1
D_8013DC50	8013DC50	8013ED1C	3	3
D_8013DD34	8013DD34	8013EE00	2	2
D_8013DD40	8013DD40	8013EE0C	2	2
D_8013DD44	8013DD44	8013EE10	1	1
D_8013DD48	8013DD48	8013EE38	1	1
D_8013DD80	8013DD80	8013EE74	1	1
D_8013DD88	8013DD88	8013EE7C	1	1
D_8013DD90	8013DD90	8013EE84	2	2
D_8013DD98	8013DD98	8013EE8C	10	10
D_8013DD9C	8013DD9C	8013EE90	10	10
D_8013DDA0	8013DDA0	8013EE94	10	10
D_8013DDA4	8013DDA4	8013EE98	2	2
D_8013DDA8	8013DDA8	8013EE9C	4	4
D_8013DDAC	8013DDAC	8013EEA0	3	3
D_8013DDB0	8013DDB0	8013EEA4	5	5
D_8013DDB8	8013DDB8	8013EEAC	10	10
D_8013DDBA	8013DDBA	8013EEAE	3	3
D_8013DDBC	8013DDBC	8013EEB0	4	4
D_8013DDC0	8013DDC0	8013EEB4	14	14
D_8013DDC4	8013DDC4	8013EEB8	6	6
D_8013DDC8	8013DDC8	8013EEBC	2	2
D_8013DDD0	8013DDD0	8013EEC4	2	2
D_8013DDD4	8013DDD4	8013EEC8	7	7
D_8013DDD8	8013DDD8	8013EECC	6	6
